skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7
Business Intelligence,Computer Science,Data analysis,DataOps,Power BI,Privacy,Python
Airflow,APIs,AWS,Distributed Systems,Docker,DynamoDB,Engineering
Agile,Architecture,Azure,Big Data,Blockchain,Computer Science,Data management
ETL,Machine Learning,PyTorch,TensorFlow,N/A,N/A,N/A
Classification,Clustering,Consulting,Engineering,Machine Learning,Mathematics,ML models
Architecture,Business Intelligence,Computer Science,Consulting,Data governance,Data quality,Data Warehousing
Classification,Computer Science,Excel,Mathematics,Power BI,Python,R
Airflow,APIs,Architecture,Data management,DevOps,ETL,JavaScript
Agile,Computer Science,Data analysis,Data quality,RDBMS,Research,Scrum
Architecture,Engineering,Machine Learning,MLOps,Pipelines,Python,PyTorch
Chemistry,Testing,N/A,N/A,N/A,N/A,N/A
APIs,Consulting,Machine Learning,ML models,Power BI,RDBMS,Statistics
Agile,Big Data,Blockchain,Computer Vision,Data management,Deep Learning,DevOps
Agile,Business Intelligence,Data visualization,Engineering,Excel,Industrial,Market research
Azure,Databricks,Data warehouse,DevOps,Engineering,MLFlow,Pipelines
Data Studio,Data visualization,Economics,Engineering,Excel,Mathematics,R
Causal inference,Computer Science,Consulting,Data management,Data visualization,Economics,Engineering
Banking,Clustering,Computer Science,Consulting,Data analysis,Data Analytics,Data visualization
Architecture,AWS,Computer Science,Data pipelines,Data strategy,Elixir,ELT
Athena,AWS,Clustering,Deep Learning,Engineering,Machine Learning,Power BI
Azure,Big Data,Bitbucket,CI/CD,Computer Science,DevOps,Engineering
Agile,Big Data,Data Mining,Distributed Systems,Golang,Machine Learning,PhD
Elasticsearch,Excel,Python,R,SQL,Tableau,N/A
Agile,Architecture,Azure,Big Data,DevOps,Docker,Engineering
3D Reconstruction,Computer Vision,Deep Learning,Engineering,Linear algebra,Model training,OpenCV
Engineering,GitHub,PhD,Research,Spark,N/A,N/A
AWS,Big Data,Computer Science,Data analysis,Data warehouse,Deep Learning,Distributed Systems
Biology,DevOps,GPT,Kubernetes,Linux,LLMs,Machine Learning
Big Data,BigQuery,Computer Science,Engineering,FinTech,Hadoop,HBase
AWS,Azure,Big Data,Engineering,Feature engineering,GCP,Machine Learning
APIs,AWS,Azure,Computer Science,Git,Machine Learning,NoSQL
Architecture,Big Data,GCP,Python,SQL,N/A,N/A
Airflow,Architecture,AWS,Azure,Big Data,Business Intelligence,CI/CD
APIs,AWS,Computer Science,Dataflow,Data pipelines,Dataproc,Engineering
Data Analytics,Economics,Engineering,Finance,Linux,MySQL,Pandas
Consulting,Crypto,N/A,N/A,N/A,N/A,N/A
AWS,Azure,Classification,Computer Science,Data analysis,Data management,Deep Learning
Big Data,BigQuery,Computer Science,Data Analytics,Engineering,Finance,Nonprofit
Big Data,Cluster analysis,Consulting,Data analysis,Economics,Hadoop,Mathematics
Business Intelligence,Engineering,ETL,Excel,Power BI,Privacy,Research
Banking,Business Intelligence,Consulting,Data Analytics,Excel,Python,R
Agile,Angular,API Development,APIs,Architecture,Computer Science,Elasticsearch
Architecture,AWS,Computer Science,Data pipelines,Data strategy,Elixir,ELT
Banking,Big Data,Business Intelligence,Excel,HiveQL,Power BI,SQL
Agile,Architecture,AWS,Azure,BigQuery,Bigtable,Computer Science
Big Data,Computer Science,Credit risk,CX,Finance,FinTech,Machine Learning
Airflow,Architecture,AWS,Azure,Big Data,Databricks,Data pipelines
Computer Vision,Machine Learning,Python,Research,Robotics,N/A,N/A
Business Intelligence,Data Analytics,Looker,Power BI,Python,SQL,Tableau
Azure,Data visualization,Economics,Excel,Market research,Mathematics,Power BI
Computer Science,Data analysis,N/A,N/A,N/A,N/A,N/A
APIs,Architecture,AWS,Azure,Biology,GCP,Generative modeling
Computer Science,Data analysis,Data Analytics,Economics,Excel,Finance,Kibana
AWS,Data pipelines,DevOps,Engineering,ETL,Excel,Git
Agile,Airflow,Architecture,AWS,Business Intelligence,CI/CD,Computer Science
Airflow,APIs,Architecture,Business Analytics,Computer Science,Data analysis,Data Analytics
Architecture,Blockchain,Computer Science,Docker,Kubernetes,Linux,Open Source
Agile,Airflow,Architecture,AWS,Azure,Big Data,Business Intelligence
Agile,Architecture,AWS,CI/CD,Computer Science,Computer Vision,DevOps
Banking,Data Analytics,Data visualization,Economics,FinTech,Privacy,Python
DataOps,Privacy,N/A,N/A,N/A,N/A,N/A
Agile,AI governance,Big Data,Computer Science,Deep Learning,Flink,Golang
Agile,Architecture,Big Data,Computer Science,Data Analytics,Deep Learning,Docker
APIs,AWS,Big Data,Business Intelligence,CI/CD,Data pipelines,Data Warehousing
Data Analytics,Data visualization,Engineering,Matplotlib,PhD,Plotly,Privacy
Business Intelligence,Computer Science,Data warehouse,Data Warehousing,ETL,Excel,Finance
Banking,Classification,Clustering,Computer Science,Consulting,Data Analytics,Data Mining
Data management,Excel,Spark,N/A,N/A,N/A,N/A
Biology,Causal inference,Clustering,Computer Science,Data analysis,Deep Learning,Economics
A/B testing,AWS,Banking,Blockchain,Business Intelligence,Causal inference,Computer Science
Biology,Computer Science,Data analysis,Data quality,Data visualization,Engineering,Genetics
Airflow,AWS,Azure,CI/CD,Dagster,Data analysis,Data Analytics
AWS,Big Data,Computer Science,Engineering,Kafka,RDBMS,Research
Agile,Architecture,Big Data,Cassandra,Computer Science,DB2,Engineering
Architecture,BigQuery,CI/CD,Data pipelines,Engineering,FiveTran,GCP
Architecture,AWS,CAD,Engineering,Keras,Machine Learning,NLP
Autonomous Driving,Computer Science,Computer Vision,CUDA,Deep Learning,Engineering,Industrial
Data pipelines,ETL,Excel,Machine Learning,ML models,OOP,Pipelines
Business Intelligence,Computer Science,Data analysis,Excel,Finance,Statistics,N/A
Architecture,Banking,Chemistry,Data pipelines,Microservices,Pipelines,Python
Agile,Angular,APIs,Architecture,Big Data,Computer Science,DB2
Agile,Banking,Consulting,Data analysis,Data management,Data quality,N/A
Computer Science,Engineering,Linux,Pipelines,Prototyping,Python,Radar
Agile,Databricks,DataOps,Excel,Jira,PySpark,Python
Big Data,Data quality,ETL,Mathematics,Privacy,Python,Snowflake
Banking,Credit risk,Databricks,Economics,Mathematics,Python,SQL
Agile,Big Data,Computer Science,Data Mining,Distributed Systems,Golang,Machine Learning
APIs,Architecture,Business Intelligence,Data pipelines,Data warehouse,Data Warehousing,Engineering
Ansible,Big Data,CI/CD,Clustering,Computer Science,Data Mining,Docker
Agile,Angular,Architecture,Big Data,Data governance,Distributed Systems,Engineering
Agile,APIs,Architecture,Data analysis,Data visualization,Data warehouse,Data Warehousing
AWS,Data Warehousing,Engineering,ETL,Hadoop,MS SQL,Oracle
Architecture,AWS,Biology,CUDA,Engineering,GCP,Generative modeling
Clustering,Computer Science,Engineering,Machine Learning,Mathematics,ML models,Predictive modeling
Agile,Airflow,Architecture,AWS,Azure,Big Data,BigQuery
Agile,Architecture,AWS,BigQuery,Dataflow,Data visualization,DevOps
Engineering,Python,R,Research,SQL,N/A,N/A
APIs,Computer Science,Data pipelines,Engineering,JavaScript,Pipelines,Python
Consulting,Data analysis,Economics,Engineering,Excel,Finance,Power BI
Agile,APIs,Data management,DataOps,Data quality,Engineering,ETL
AWS,Computer Science,Data analysis,Data pipelines,Data quality,Data Warehousing,Economics
Agile,Airflow,Architecture,AWS,CI/CD,Computer Science,Databricks
Agile,AWS,Business Intelligence,Computer Science,Data Mining,Data pipelines,Data warehouse
Architecture,AWS,Business Intelligence,Consulting,Consulting firm,CSV,Data Analytics
Business Intelligence,Computer Science,Data analysis,Data quality,Data visualization,Economics,Excel
AWS,Azure,CI/CD,Computer Science,Databricks,Data pipelines,Engineering
Agile,API Development,APIs,Computer Science,Data governance,Engineering,Hadoop
Azure,Big Data,Consulting,Data analysis,Engineering,Machine Learning,Power BI
Business Intelligence,Power BI,Qlik,SQL,Tableau,N/A,N/A
Big Data,Clustering,Computer Science,Consulting,Data Analytics,Data Mining,Economics
Agile,Biology,Computer Science,Data analysis,E-commerce,Economics,EDA
Airflow,APIs,Athena,AWS,Big Data,Databricks,DynamoDB
APIs,Architecture,Azure,Databricks,Data visualization,DevOps,Git
Business Intelligence,CSV,Data Analytics,Data governance,Data visualization,Excel,Market research
Data analysis,Data pipelines,EDA,Engineering,Feature engineering,Finance,Machine Learning
Agile,Biology,Computer Science,Data analysis,E-commerce,Economics,EDA
Business Intelligence,SQL,N/A,N/A,N/A,N/A,N/A
Business Intelligence,Engineering,Machine Learning,Power BI,Research,Security,Tableau
Airflow,AWS,Data Analytics,Databricks,Data pipelines,Engineering,GitHub
Agile,Airflow,Architecture,AWS,BigQuery,CI/CD,Computer Science
APIs,Azure,Computer Science,Data analysis,Data Analytics,Databricks,DevOps
Data Analytics,Finance,Lidar,Power BI,SQL,Tableau,Testing
Big Data,Computer Science,Consulting,Data Analytics,Data Mining,Economics,Engineering
Agile,APIs,Data Analytics,Engineering,Git,KPIs,Looker
Agile,Python,R,Tableau,N/A,N/A,N/A
Agile,Airflow,Architecture,AWS,Azure,Banking,Big Data
A/B testing,Angular,APIs,Computer Science,Engineering,JavaScript,Node.js
Consulting,Data Mining,Econometrics,Excel,KPIs,Market research,Research
Agile,Architecture,Business Intelligence,Consulting,CX,Data management,Data strategy
Architecture,Azure,Big Data,Consulting,Consulting firm,Databricks,Data warehouse
Agile,Business Analytics,Business Intelligence,Data analysis,Data Analytics,Data governance,Data pipelines
Architecture,Azure,Big Data,Consulting,Consulting firm,Databricks,Data warehouse
Business Intelligence,Computer Science,Data analysis,Engineering,Industrial,Mathematics,Physics
Architecture,BigQuery,Business Intelligence,CX,Finance,Power BI,Spark
Agile,Architecture,AWS,Azure,Consulting,Data analysis,Data visualization
Data analysis,Excel,KPIs,Market research,Python,Research,SQL
A/B testing,Causal inference,Data analysis,Economics,Engineering,Mathematics,Python
Agile,Airflow,Architecture,AWS,Azure,Big Data,CI/CD
Agile,AWS,Bayesian,NumPy,Pandas,Python,Statistics
Agile,Consulting,CX,Data Analytics,Engineering,Excel,JavaScript
3D Reconstruction,Classification,Computer Science,Computer Vision,Docker,Engineering,GANs
Agile,Business Intelligence,Data warehouse,ETL,Power BI,Security,SQL
Business Intelligence,Data analysis,ETL,Excel,KPIs,Power BI,Research
Airflow,Dataflow,Data pipelines,Finance,GCP,Google Cloud,Linux
APIs,Architecture,AWS,Computer Science,Data Mining,Deep Learning,DevOps
Agile,Architecture,AWS,Azure,Big Data,Data visualization,Engineering
Excel,Research,N/A,N/A,N/A,N/A,N/A
Agile,APIs,Big Data,Business Intelligence,Computer Science,Data governance,Data visualization
Agile,Architecture,Big Data,Cassandra,Data governance,Data Mining,DB2
Architecture,AWS,Computer Science,Data analysis,Data pipelines,Data quality,Data Warehousing
APIs,Big Data,Computer Science,Data Analytics,Data visualization,DevOps,Engineering
Agile,Architecture,AWS,BigQuery,Business Analytics,CI/CD,Computer Science
Big Data,Business Intelligence,Computer Science,Data analysis,Data Analytics,Engineering,Looker
Agile,Architecture,Big Data,Cassandra,Computer Science,DB2,Engineering
Architecture,AWS,Azure,Data Analytics,Data warehouse,DevOps,ELT
Computer Science,Data analysis,Data pipelines,Data visualization,Economics,Engineering,Looker
AWS,Banking,Blockchain,Computer Science,Crypto,Deep Learning,Engineering
Deep Learning,Linear algebra,Machine Learning,NLP,NumPy,Pandas,Pipelines
Computer Science,Privacy,SQL,SSIS,N/A,N/A,N/A
Agile,AWS,CI/CD,Data governance,Data pipelines,Data Warehousing,Docker
Business Intelligence,Data Analytics,Excel,Genetics,RDBMS,Statistics,N/A
Biology,Computer Science,Data analysis,Engineering,GCP,Machine Learning,Python
Agile,Chemistry,ETL,Excel,Jira,Privacy,R
Classification,Deep Learning,Engineering,Feature engineering,Machine Learning,NLP,Python
Consulting,Economics,Excel,Python,Research,SQL,Statistics
Agile,APIs,Architecture,AWS,Azure,Big Data,Cassandra
Bayesian,Biology,Chemistry,Computer Science,Deep Learning,Drug discovery,LLMs
Agile,Databricks,Data management,DataOps,Data quality,Excel,Jira
Data analysis,Economics,Excel,Finance,Power BI,Statistics,Tableau
Chemistry,CI/CD,Git,Machine Learning,ML models,NumPy,Pandas
Agile,Business Intelligence,Data analysis,Data Analytics,Data pipelines,Data quality,Data warehouse
AWS,Data Warehousing,Engineering,ETL,Hadoop,MS SQL,Oracle
Banking,Blockchain,Crypto,Data analysis,Databricks,Data Mining,Data pipelines
A/B testing,Agile,Angular,APIs,CX,Engineering,JavaScript
Autonomous Driving,AWS,CI/CD,Computer Science,Computer Vision,DevOps,Docker
AI strategy,Architecture,Data Analytics,Data governance,DataOps,Data pipelines,Data quality
Airflow,Banking,Consulting,CX,Dataflow,Data visualization,E-commerce
Data management,DataOps,Engineering,Excel,Finance,Industrial,Mathematics
Autonomous Driving,Consulting,Engineering,Jira,Linux,Python,Radar
Deep Learning,NumPy,Pandas,Python,R,R&D,Scikit-learn
Causal inference,E-commerce,Engineering,Genetics,Machine Learning,ML models,Python
Business Intelligence,Data Analytics,Data visualization,Julia,Power BI,Spark,N/A
Agile,Airflow,Architecture,Athena,AWS,Azure,Big Data
Architecture,AWS,Big Data,Data pipelines,Data quality,EC2,GCP
Architecture,AWS,Azure,Banking,Big Data,BigQuery,Blockchain
Agile,AWS,CI/CD,Docker,Engineering,JavaScript,Microservices
Airflow,BigQuery,ELT,Engineering,Git,Pipelines,Python
Databricks,Jupyter,Machine Learning,Python,R,Statistics,N/A
Autonomous Driving,Computer Science,Computer Vision,Machine Learning,PhD,Python,PyTorch
Business Intelligence,Data analysis,Data pipelines,Data Warehousing,ELT,ETL,MySQL
Architecture,Data governance,Excel,Looker,Power BI,SAS,SQL
Agile,Architecture,Business Analytics,Business Intelligence,CI/CD,Data management,Data quality
Business Intelligence,Data analysis,Data Analytics,Data Mining,Data visualization,Finance,KPIs
Agile,APIs,AWS,Big Data,Data analysis,Data Analytics,Data governance
Architecture,Autonomous Driving,Engineering,Python,Robotics,Testing,N/A
Biochemistry,Biology,Chemistry,Research,Testing,N/A,N/A
Airflow,AWS,BigQuery,Business Intelligence,Dagster,Data pipelines,Data quality
Agile,Architecture,Data management,DevOps,MS SQL,SQL,SSIS
APIs,Big Data,Business Intelligence,Computer Science,Data analysis,Data governance,Data pipelines
Agile,Data analysis,Data management,Data Mining,Genetics,Python,R
APIs,Architecture,Azure,Computer Science,Data governance,Data pipelines,Data quality
Architecture,AWS,Azure,Consulting,GCP,ISO 27001,JavaScript
AWS,Data Warehousing,Engineering,ETL,Hadoop,MS SQL,Oracle
Computer Science,Data analysis,Data pipelines,Data quality,EDA,Engineering,JavaScript
Architecture,Elasticsearch,Engineering,Kafka,Privacy,Scala,Spark
Architecture,Databricks,Distributed Systems,Engineering,ETL,LLMs,Machine Learning
Architecture,Autonomous Driving,Engineering,Python,Robotics,Testing,N/A
Excel,N/A,N/A,N/A,N/A,N/A,N/A
Agile,Azure,BigQuery,DevOps,ELT,ETL,GitHub
APIs,Data quality,Economics,Engineering,ETL,Mathematics,MySQL
Business Intelligence,Data pipelines,ETL,Machine Learning,MySQL,Pipelines,PySpark
Computer Science,Databricks,Data visualization,Economics,Engineering,Mathematics,Python
BigQuery,CX,Data management,GCP,Google Cloud,Python,R
A/B testing,Agile,Architecture,AWS,Computer Science,Data analysis,Data pipelines
AWS,Azure,Big Data,Clustering,Computer Science,Databricks,Engineering
A/B testing,Architecture,Clustering,Computer Science,Engineering,Hadoop,Industrial
Data pipelines,Engineering,Pipelines,SQL,Testing,N/A,N/A
Agile,API Development,APIs,Big Data,Business Intelligence,Computer Science,Data governance
Business Intelligence,Data analysis,Data Analytics,Data Mining,Data visualization,Data warehouse,Excel
Athena,AWS,BigQuery,DynamoDB,FiveTran,Git,MongoDB
A/B testing,Agile,Data analysis,Data visualization,Engineering,ISO 27001,Looker
AWS,Azure,Consulting,Data warehouse,Excel,Finance,Node.js
Data governance,Data management,Data quality,Engineering,Excel,Finance,Industrial
Azure,Data visualization,Economics,Excel,Market research,Mathematics,Power BI
AWS,Azure,Computer Science,Engineering,GCP,Industrial,Keras
Architecture,Computer Science,Engineering,Jira,Mathematics,OOP,Physics
Business Analytics,Consulting,Consulting firm,Data Analytics,Data visualization,Economics,Engineering
Airflow,APIs,Architecture,CI/CD,Data visualization,DevOps,Docker
Architecture,Engineering,Linux,Open Source,Python,Security,N/A
Agile,Big Data,Business Intelligence,Classification,Data Mining,Data visualization,Deep Learning
Agile,Computer Science,Data Analytics,KPIs,Machine Learning,Mathematics,ML models
Autonomous Driving,Computer Science,Computer Vision,Machine Learning,PhD,Python,PyTorch
Classification,Clustering,Computer Science,Consulting,Consulting firm,Data Mining,Machine Learning
Business Intelligence,Computer Science,Data analysis,Data Analytics,Data Mining,Data visualization,Economics
Computer Science,Computer Vision,Engineering,Git,Machine Learning,MLFlow,MLOps
Agile,Airflow,Architecture,Athena,AWS,Azure,Big Data
A/B testing,Business Intelligence,Computer Science,Consulting,Data analysis,Data Analytics,Data Mining
APIs,AWS,Big Data,Computer Science,Data Analytics,Data pipelines,EC2
Agile,Athena,AWS,Big Data,Credit risk,Data pipelines,ELT
Agile,AWS,Data pipelines,DevOps,Engineering,GCP,Git
Data Analytics,E-commerce,N/A,N/A,N/A,N/A,N/A
Airflow,APIs,Architecture,Computer Science,Data pipelines,Engineering,Hadoop
